date,top10gross,num_releases,num1gross
2019-07-18,12703690,56,4318365
2019-07-17,15623748,57,5408839
2019-07-16,23559110,57,8822096
2019-07-15,14464894,57,5527448
2019-07-14,34226276,60,13905390
2019-07-13,44559486,57,18110228
2019-07-12,35475721,57,13337741
2019-07-11,19663316,47,8928353
2019-07-10,20000403,44,9225531
2019-07-09,30897294,44,15135394
2019-07-08,21229116,47,10876965
2019-07-07,47498221,51,25675559
2019-07-06,65786028,51,34222790
2019-07-05,60925419,51,32680863
2019-07-04,44249306,54,25720128
2019-07-03,46767912,52,27508094
2019-07-02,60024135,54,39255628
2019-07-01,18689812,52,7960780
2019-06-30,43582581,55,19567240
2019-06-29,53451424,56,23043114
2019-06-28,41791073,55,17089977
2019-06-27,22177539,50,11407113
2019-06-26,26283471,51,11950952
2019-06-25,33013551,52,20570969
2019-06-24,22736218,51,14152710
2019-06-23,53715735,52,33976333
2019-06-22,66038234,52,39524776
2019-06-21,70406203,51,47406956
2019-06-20,12340565,49,3035540
2019-06-19,14180615,50,3382095
2019-06-18,22297228,49,5272330
2019-06-17,13883046,49,2951020
2019-06-16,42998819,50,10005895
2019-06-15,44606757,49,9525079
2019-06-14,36368642,49,10504864
2019-06-13,14439375,54,4448735
2019-06-12,16144551,55,4458830
2019-06-11,24897611,54,7158305
2019-06-10,16691424,54,4600840
2019-06-09,46293877,55,13282010
2019-06-08,59952393,55,17030935
2019-06-07,52112115,55,16339735
2019-06-06,14487434,50,4749265
2019-06-05,16234086,49,5101598
2019-06-04,25193976,50,7797927
2019-06-03,16487246,51,4699418
2019-06-02,47941123,56,13730016
2019-06-01,62942485,55,17254688
2019-05-31,56752712,55,19476894
2019-05-30,12283803,51,6420525
2019-05-29,14658294,50,7455705
2019-05-28,22750090,50,12014982
2019-05-27,47274838,52,25305033
2019-05-26,59290524,49,30128699
2019-05-25,59482284,49,30013295
2019-05-24,54336217,50,31358935
2019-05-23,9506456,53,3461362
2019-05-22,10453056,53,4141103
2019-05-21,16345241,54,6495961
2019-05-20,14450842,53,5722448
2019-05-19,40230330,54,14568438
2019-05-18,54813657,52,19613248
2019-05-17,44857037,54,22636381
2019-05-16,9131851,54,3416496
2019-05-15,10133783,52,3788021
2019-05-14,16466714,55,5742618
2019-05-13,12017630,54,4702092
2019-05-12,48353838,59,19567066
2019-05-11,63550881,59,27542359
2019-05-10,48449057,56,20575704
2019-05-09,10614193,53,7510154
2019-05-08,11761262,59,8429166
2019-05-07,18262374,57,12518963
2019-05-06,13999459,57,10709607
2019-05-05,57468064,58,45119388
2019-05-04,80779290,61,61527049
2019-05-03,55662864,56,40736774
2019-05-02,24182684,59,21542852
2019-05-01,28428623,59,25251991
2019-04-30,38228010,58,33110349
2019-04-29,40482256,59,36874439
2019-04-28,101755816,61,90389244
2019-04-27,125799120,61,109264122
2019-04-26,169024740,62,157461641
2019-04-25,5470899,63,1267909
2019-04-24,7286538,66,1452658
2019-04-23,11769804,66,2724802
2019-04-22,10860093,68,2258033
2019-04-21,22107077,70,5637706
2019-04-20,35883746,71,8790664
2019-04-19,37288620,70,11919261
2019-04-18,11466545,67,2526405
2019-04-17,9786012,67,1919686
2019-04-16,13360291,62,3202526
2019-04-15,8658998,60,2098212
2019-04-14,26826395,62,7104956
2019-04-13,42270604,62,11001190
2019-04-12,31345105,64,6347368
2019-04-11,7371083,64,2372873
2019-04-10,8190874,66,2607476
2019-04-09,14107492,65,4911092
2019-04-08,8644232,65,3051246
2019-04-07,35989324,68,13629723
2019-04-06,53912988,67,19524162
2019-04-05,48015154,67,20351441
2019-04-04,7981944,71,2087758
2019-04-03,9042094,71,2385567
2019-04-02,14879214,70,4702332
2019-04-01,9933098,69,2881084
2019-03-31,36298098,71,13224329
2019-03-30,52539417,70,17511870
2019-03-29,40646631,69,15254549
2019-03-28,9785895,67,4455635
2019-03-27,11229438,67,5119495
2019-03-26,17294351,69,7964260
2019-03-25,12012316,69,5957425
2019-03-24,36496749,71,16815420
2019-03-23,55506348,70,25378665
2019-03-22,47316111,69,28923540
2019-03-21,8332449,70,4226298
2019-03-20,8995950,70,4567773
2019-03-19,14742300,73,7603865
2019-03-18,9621329,69,5195836
2019-03-17,34837878,71,19532991
2019-03-16,53046789,72,29418618
2019-03-15,38586514,70,19036521
2019-03-14,13770254,67,9248435
2019-03-13,13214862,65,8586183
2019-03-12,21508304,66,14641119
2019-03-11,15361034,65,10986773
2019-03-10,52155992,66,38845836
2019-03-09,73122896,65,52872536
2019-03-08,72816951,64,61715051
2019-03-07,4893029,62,1373410
2019-03-06,5812439,61,1488855
2019-03-05,9832362,61,2631920
2019-03-04,6492011,61,1793125
2019-03-03,27003790,64,9521600
2019-03-02,42441523,60,14075780
2019-03-01,25434405,61,9200824
2019-02-28,6153793,56,2048005
2019-02-27,5788112,54,2038040
2019-02-26,9964130,54,3709180
2019-02-25,6057148,54,2332805
2019-02-24,30159635,56,15356250
2019-02-23,47706821,55,22289305
2019-02-22,32968787,55,17376690
2019-02-21,6521286,60,1601135
2019-02-20,6608651,62,1727342
2019-02-19,11247792,65,3102259
2019-02-18,21411245,63,6948824
2019-02-17,33515190,63,9300205
2019-02-16,44509925,61,11702169
2019-02-15,27172456,61,7523239
2019-02-14,26259254,65,8716232
2019-02-13,7406948,63,1825164
2019-02-12,7971721,59,2007731
2019-02-11,5597858,60,1454134
2019-02-10,25914522,64,10219804
2019-02-09,42061813,61,15434411
2019-02-08,27051182,60,8461120
2019-02-07,3789697,58,639439
2019-02-06,4023437,55,737590
2019-02-05,6462124,57,1192775
2019-02-04,4118659,54,828240
2019-02-03,10013531,56,1708650
2019-02-02,26732767,55,5083445
2019-02-01,15360084,55,2756700
2019-01-31,5554041,56,1236865
2019-01-30,5355391,55,1205830
2019-01-29,7751898,55,1941805
2019-01-28,5011938,56,1310025
2019-01-27,21167825,53,5268280
2019-01-26,35370112,53,8652565
2019-01-25,18913633,51,4963595
2019-01-24,7135530,51,2076715
2019-01-23,7111194,49,2144560
2019-01-22,11717186,48,3814910
2019-01-21,26640078,51,6176030
2019-01-20,31173062,49,9918070
2019-01-19,44908041,49,14524105
2019-01-18,33442056,50,15886745
2019-01-17,9956091,49,3376374
2019-01-16,14180577,48,7043068
2019-01-15,12473769,49,2834401
2019-01-14,7718033,48,1752184
2019-01-13,27281866,52,5561904
2019-01-12,41458012,52,7864742
2019-01-11,28100212,51,6928354
2019-01-10,8098409,48,2002266
2019-01-09,9403436,50,2134441
2019-01-08,14364595,50,3852619
2019-01-07,9979794,48,2583295
2019-01-06,31293715,52,8561508
2019-01-05,48843884,52,13053690
2019-01-04,38870140,52,9388082
2019-01-03,22001708,55,6203801
2019-01-02,25043176,53,7379476
2019-01-01,52588390,53,16377779
