date,top10gross,num_releases,num1gross
2018-07-13,51270452,52,16930506
2018-07-12,16097891,46,5293629
2018-07-11,18094619,47,5852591
2018-07-10,27909644,49,10042976
2018-07-09,19734933,49,6983824
2018-07-08,47838328,51,18531751
2018-07-07,61856503,50,23555372
2018-07-06,67105419,50,33725082
2018-07-05,25257863,55,7171034
2018-07-04,40619993,56,11501395
2018-07-03,32755697,54,11891170
2018-07-02,24588407,53,8580225
2018-07-01,52334791,54,19706880
2018-06-30,63301953,57,23831155
2018-06-29,51944737,56,17374160
2018-06-28,26632384,43,11374810
2018-06-27,28009014,44,12271855
2018-06-26,39122111,47,18390180
2018-06-25,30571561,48,14725880
2018-06-24,76597788,50,39756045
2018-06-23,98045334,48,49701695
2018-06-22,94745213,49,58566870
2018-06-21,24150660,48,16333960
2018-06-20,28920601,48,19737194
2018-06-19,39476232,47,27059923
2018-06-18,33350580,49,23627708
2018-06-17,77495642,51,52533002
2018-06-16,86731622,49,58894582
2018-06-15,94453688,50,71260321
2018-06-14,10710793,56,3282468
2018-06-13,13295879,57,4196035
2018-06-12,16901134,54,6157129
2018-06-11,12895774,56,4377160
2018-06-10,32313223,57,11195329
2018-06-09,41817853,55,14888802
2018-06-08,35529109,57,15523247
2018-06-07,9185032,57,2465595
2018-06-06,10061331,55,2544321
2018-06-05,14970493,56,3987363
2018-06-04,10973333,57,2964621
2018-06-03,28481684,57,8957176
2018-06-02,39722894,56,12318620
2018-06-01,28847168,58,8121086
2018-05-31,13046247,56,4424227
2018-05-30,14061774,56,4855886
2018-05-29,19339477,53,7295767
2018-05-28,42991006,103,18596323
2018-05-27,57854343,60,24443468
2018-05-26,57978530,61,24601896
2018-05-25,59302830,60,35375125
2018-05-24,12847699,55,6760092
2018-05-23,14565889,56,8031712
2018-05-22,21956507,56,12401246
2018-05-21,19480906,56,12007149
2018-05-20,54866952,56,31997867
2018-05-19,71898365,56,40474865
2018-05-18,73767581,55,53034421
2018-05-17,7078729,59,3441594
2018-05-16,8772117,58,4193985
2018-05-15,12878077,57,6009292
2018-05-14,9612387,54,4625938
2018-05-13,43946437,58,19152498
2018-05-12,50165655,57,26938937
2018-05-11,32737187,56,15986612
2018-05-10,10511219,55,6895697
2018-05-09,10883475,57,7051981
2018-05-08,16093185,56,10673500
2018-05-07,12107273,55,8283575
2018-05-06,49754217,56,36644356
2018-05-05,64074617,55,46676705
2018-05-04,45292399,56,31453749
2018-05-03,19367210,52,15501270
2018-05-02,20713483,54,16966862
2018-05-01,28639093,54,23426108
2018-04-30,28566353,54,24740117
2018-04-29,81860580,55,69231632
2018-04-28,101912015,55,82131612
2018-04-27,119504737,55,106334939
2018-04-26,5666996,52,1247159
2018-04-25,7307096,53,1450352
2018-04-24,10363526,53,2042162
2018-04-23,7560858,54,1513108
2018-04-22,26784039,57,6009640
2018-04-21,44126309,57,9356926
2018-04-20,36277334,57,7945555
2018-04-19,8637431,52,2323429
2018-04-18,8710125,52,2256942
2018-04-17,12685736,51,3406845
2018-04-16,10160409,52,2635801
2018-04-15,36266384,58,10325183
2018-04-14,52909806,58,13884589
2018-04-13,42616059,56,11543321
2018-04-12,9083539,56,3632142
2018-04-11,9827421,55,3664805
2018-04-10,14445959,52,5364754
2018-04-09,10596039,50,4170622
2018-04-08,35981451,56,12255941
2018-04-07,58479714,54,19086510
2018-04-06,46517966,53,18861111
2018-04-05,10989200,57,3513838
2018-04-04,12678112,58,4002387
2018-04-03,16475524,56,5392511
2018-04-02,15668166,56,5241464
2018-04-01,29819800,57,11158819
2018-03-31,42281963,58,15601179
2018-03-30,43148753,58,15004052
2018-03-29,23135312,55,11946275
2018-03-28,10460796,55,1742732
2018-03-27,15253350,54,2945105
2018-03-26,10675452,54,2165925
2018-03-25,30841994,56,7214895
2018-03-24,44760594,56,10571865
2018-03-23,33214529,54,10329775
2018-03-22,9626408,55,2155108
2018-03-21,9672049,55,2052932
2018-03-20,13806700,56,2834515
2018-03-19,9898402,55,2188463
2018-03-18,32558002,57,7609433
2018-03-17,47344750,55,11558877
2018-03-16,38908010,55,8984365
2018-03-15,10454648,57,3632414
2018-03-14,11494054,55,3843374
2018-03-13,15836301,54,5167907
2018-03-12,11792732,58,4035653
2018-03-11,35320874,59,12446683
2018-03-10,53350586,58,18352112
2018-03-09,34777853,57,10208602
2018-03-08,9497502,61,4251525
2018-03-07,9418815,57,3941783
2018-03-06,14048468,56,6258583
2018-03-05,10307562,58,4720738
2018-03-04,38100274,59,19996734
2018-03-03,59784318,63,30052665
2018-03-02,36454889,61,16257536
2018-03-01,11273924,61,6607691
2018-02-28,11843453,60,6876570
2018-02-27,16812261,58,10204038
2018-02-26,12691820,55,8098481
2018-02-25,53547584,63,35315480
2018-02-24,75931259,63,47553478
2018-02-23,48123367,63,28789877
2018-02-22,19034170,55,14253324
2018-02-21,19456030,54,14688057
2018-02-20,27755054,52,20857361
2018-02-19,55644035,83,40151729
2018-02-18,80866768,55,60067439
2018-02-17,93032364,54,65995366
2018-02-16,93625853,56,75941146
2018-02-15,7638718,49,3145585
2018-02-14,20977810,51,10768020
2018-02-13,10800092,49,3941660
2018-02-12,8443182,50,2775995
2018-02-11,30053992,54,8062715
2018-02-10,46835924,55,12635555
2018-02-09,36944332,55,18407850
2018-02-08,5081520,47,728381
2018-02-07,5363456,48,755162
2018-02-06,7674118,46,1027145
2018-02-05,5510566,47,760867
2018-02-04,11953036,48,2097421
2018-02-03,33813198,48,5959033
2018-02-02,20168149,46,3622125
2018-02-01,6575969,50,1034966
2018-01-31,6870721,51,1090374
2018-01-30,9885632,49,1904916
2018-01-29,7232905,51,1362932
2018-01-28,28978087,49,6078761
2018-01-27,44509189,50,9640001
2018-01-26,29073174,48,8448249
2018-01-25,7612674,50,1141807
2018-01-24,7828388,48,1201328
2018-01-23,11025234,48,1786596
2018-01-22,7822169,49,1304937
2018-01-21,25141996,52,5166968
2018-01-20,47764511,50,9482066
2018-01-19,31269671,50,5672828
2018-01-18,9293917,45,1709486
2018-01-17,8531276,45,1641850
2018-01-16,11957311,45,2417425
2018-01-15,29690466,68,7074723
2018-01-14,42682101,47,10049567
2018-01-13,52689160,47,11959718
2018-01-12,33953952,46,6092687
2018-01-11,9469668,45,2130580
2018-01-10,10230138,44,2186086
2018-01-09,14561460,44,3544150
2018-01-08,10858592,44,2668774
2018-01-07,37708478,45,10663927
2018-01-06,60035249,46,15821094
2018-01-05,46427974,45,12723575
2018-01-04,19487086,42,6021914
2018-01-03,22682618,42,6918854
2018-01-02,32940033,42,10206952
2018-01-01,52749737,62,16222389
