date,top10gross,num_releases,num1gross
2021-09-27,2401254,31,946189
2021-09-26,8370990,31,3530763
2021-09-25,14065861,31,5933872
2021-09-24,10263071,31,3566776
2021-09-23,2597470,33,1341020
2021-09-22,2816951,33,1467643
2021-09-21,3656899,34,1961601
2021-09-20,2876849,32,1539514
2021-09-19,10395749,34,6050069
2021-09-18,17355509,34,9754340
2021-09-17,10784252,33,5866342
2021-09-16,4339154,35,2581531
2021-09-15,4065087,34,2466295
2021-09-14,5003637,33,3180985
2021-09-13,3813599,32,2448533
2021-09-12,14687162,34,9729758
2021-09-11,23854556,34,15343106
2021-09-10,15029897,34,9628206
2021-09-09,5863916,29,3908701
2021-09-08,6675960,29,4614556
2021-09-07,9169492,29,6619036
2021-09-06,27571995,29,19284160
2021-09-05,34538599,29,22696386
2021-09-04,35596201,29,23190043
2021-09-03,37808515,29,29502259
2021-09-02,3757426,33,1310410
2021-09-01,4324762,33,1470325
2021-08-31,5589274,34,1940475
2021-08-30,4823953,33,1790410
2021-08-29,14615088,34,4838975
2021-08-28,23169125,35,7947530
2021-08-27,18607817,33,9215245
2021-08-26,4521546,31,1561521
2021-08-25,5291709,31,1653324
2021-08-24,6478785,30,2163025
2021-08-23,5479577,30,1850313
2021-08-22,15693127,32,5410198
2021-08-21,22592937,32,7904720
2021-08-20,17122508,32,5189104
2021-08-19,5886028,32,2583234
2021-08-18,6175075,30,2627862
2021-08-17,8077327,30,3521157
2021-08-16,6681564,30,2925306
2021-08-15,17169735,32,7561697
2021-08-14,24376959,32,10357786
2021-08-13,23428926,32,10445933
2021-08-12,3412461,32,1580986
2021-08-11,4187889,32,1818052
2021-08-10,5255790,32,2420313
2021-08-09,4307501,32,1880159
2021-08-08,15936013,35,5940000
2021-08-07,22568396,35,8210000
2021-08-06,21970406,35,12100000
2021-08-05,6868964,36,2879758
2021-08-04,7990525,35,3333396
2021-08-03,10289812,37,4680100
2021-08-02,8815066,37,3712469
2021-08-01,19791991,36,9239213
2021-07-31,26300226,35,12320282
2021-07-30,26678880,36,13459236
2021-07-29,5574716,38,1409530
2021-07-28,6388128,37,1620150
2021-07-27,8149199,37,2109705
2021-07-26,6851149,38,1859135
2021-07-25,16166802,39,4340880
2021-07-24,21302271,39,5616385
2021-07-23,23586428,39,6897470
2021-07-22,5735438,29,2341629
2021-07-21,6998788,29,2837693
2021-07-20,8116497,28,3416780
2021-07-19,7213384,27,3001414
2021-07-18,16361183,27,7368262
2021-07-17,22498253,27,10423700
2021-07-16,32306071,30,13100000
2021-07-15,9439246,22,5027090
2021-07-14,10307872,22,5502248
2021-07-13,13413641,21,7702881
2021-07-12,12255757,21,7163140
2021-07-11,28623856,21,17549937
2021-07-10,37354109,21,23305929
2021-07-09,51368440,23,39510446
2021-07-08,7737872,29,2206645
2021-07-07,8900196,28,2839780
2021-07-06,10072260,29,3194050
2021-07-05,17111579,29,6092430
2021-07-04,13774668,29,5278700
2021-07-03,24651410,29,9400345
2021-07-02,27275489,30,8329815
2021-07-01,8394180,23,4940455
2021-06-30,8838612,23,5020220
2021-06-29,10232461,23,6505755
2021-06-28,9909125,22,6594365
2021-06-27,24170930,26,17835890
2021-06-26,31305384,25,22348525
2021-06-25,37920540,27,29858750
2021-06-24,3794626,27,1104731
2021-06-23,4439188,28,1382922
2021-06-22,5433446,29,1407927
2021-06-21,4529835,28,1346869
2021-06-20,10947847,29,4106333
2021-06-19,13220551,30,4220290
2021-06-18,13082864,32,3071197
2021-06-17,5350641,28,1541870
2021-06-16,7821157,28,3932389
2021-06-15,4679869,28,1693096
2021-06-14,4232870,28,1740067
2021-06-13,9336157,29,3515338
2021-06-12,12757156,29,4676062
2021-06-11,16297784,30,5000000
2021-06-10,4373031,26,2045483
2021-06-09,4754475,26,2165469
2021-06-08,5423686,26,2433393
2021-06-07,4783572,25,2317908
2021-06-06,16720536,28,5600000
2021-06-05,24804616,29,8605000
2021-06-04,23158771,30,9805000
2021-06-03,6772931,28,3915686
2021-06-02,6619955,28,3870959
2021-06-01,7189503,28,4235392
2021-05-31,16777328,29,9541717
2021-05-30,22719660,29,13041135
2021-05-29,25860828,29,15137669
2021-05-28,29419809,29,19368427
2021-05-27,1018210,29,282034
2021-05-26,1342169,29,424229
2021-05-25,1509814,29,483633
2021-05-24,1298362,29,444247
2021-05-23,3914592,30,1275121
2021-05-22,5728116,30,1908342
2021-05-21,3921966,30,1411857
2021-05-20,1564720,27,588273
2021-05-19,1485263,27,552396
2021-05-18,1832575,27,720241
2021-05-17,1570008,27,666756
2021-05-16,5097937,28,1984071
2021-05-15,7535999,28,3036987
2021-05-14,6746459,28,3728976
2021-05-13,1316863,28,489105
2021-05-12,1511193,28,593410
2021-05-11,1780198,28,779095
2021-05-10,1568031,28,689616
2021-05-09,6187422,32,2333221
2021-05-08,8600038,31,3003411
2021-05-07,6571225,32,2972375
2021-05-06,1059651,24,559062
2021-05-05,1092761,24,580184
2021-05-04,1301351,24,651186
2021-05-03,1113772,24,586397
2021-05-02,3850346,25,1959053
2021-05-01,5708295,25,2681780
2021-04-30,5990891,27,1850000
2021-04-29,1820846,20,1352101
2021-04-28,2018957,21,1541467
2021-04-27,2392258,21,1837282
2021-04-26,2210671,21,1762547
2021-04-25,12564148,23,5535000
2021-04-24,18072639,23,8675000
2021-04-23,20453087,23,9547988
2021-04-22,668541,24,192020
2021-04-21,683308,24,189170
2021-04-20,793081,24,219670
2021-04-19,626474,24,179645
2021-04-18,4508527,25,2105000
2021-04-17,7779451,25,3620000
2021-04-16,4826256,25,2120000
2021-04-15,1524151,28,661225
2021-04-14,1423570,27,620016
2021-04-13,1710549,28,805138
2021-04-12,1450423,27,721494
2021-04-11,6874397,27,3776940
2021-04-10,11143728,28,6175231
2021-04-09,7219320,28,3930303
2021-04-08,2735349,28,1603189
2021-04-07,2726583,28,1655474
2021-04-06,3409737,27,2187295
2021-04-05,3737425,27,2573697
2021-04-04,9759800,28,7102754
2021-04-03,17068372,28,12709668
2021-04-02,16100610,28,11813549
2021-04-01,8129084,29,6770124
2021-03-31,10970146,28,9704330
2021-03-30,1643938,28,581660
2021-03-29,1317130,29,485890
2021-03-28,4913938,30,1773170
2021-03-27,7105259,30,2538515
2021-03-26,5356076,30,2508415
2021-03-25,1063566,28,363481
2021-03-24,1068856,29,344556
2021-03-23,1328799,28,454405
2021-03-22,991047,28,315336
2021-03-21,4154286,30,1422616
2021-03-20,6781494,30,2265214
2021-03-19,4523380,30,1441643
2021-03-18,1588961,27,594544
2021-03-17,1431741,28,514812
2021-03-16,1687219,27,660643
2021-03-15,1337641,27,468809
2021-03-14,4498660,30,1697261
2021-03-13,6982521,30,2581051
2021-03-12,4043268,30,1428321
2021-03-11,1198571,27,435229
2021-03-10,1103635,28,386623
2021-03-09,1552958,27,605362
2021-03-08,1150830,27,407453
2021-03-07,5994769,29,2200014
2021-03-06,10071241,29,3699362
2021-03-05,6789373,29,2603122
2021-03-04,855235,26,454877
2021-03-03,846914,26,483123
2021-03-02,1224783,26,750126
2021-03-01,903799,26,540846
2021-02-28,5523283,30,4034931
2021-02-27,8555261,30,6029572
2021-02-26,5455860,30,4048126
2021-02-25,420776,26,76880
2021-02-24,373874,26,69900
2021-02-23,502465,26,90755
2021-02-22,347641,26,65190
2021-02-21,1941411,26,506800
2021-02-20,3310330,26,846055
2021-02-19,1709641,26,365600
2021-02-18,449104,23,87770
2021-02-17,421191,23,92445
2021-02-16,558622,23,115015
2021-02-15,1348704,23,500440
2021-02-14,4282561,23,864895
2021-02-13,4080831,23,835310
2021-02-12,2322648,23,528167
2021-02-11,454591,20,132234
2021-02-10,384514,21,112009
2021-02-09,515910,21,166971
2021-02-08,391184,21,117577
2021-02-07,1168650,21,350140
2021-02-06,3913796,21,1102420
2021-02-05,2144140,21,688082
2021-02-04,550747,21,205106
2021-02-03,539821,21,201315
2021-02-02,759308,20,308246
2021-02-01,473168,19,200074
2021-01-31,2702593,23,1052777
2021-01-30,5150692,23,2051313
2021-01-29,3226914,23,1601437
2021-01-28,481591,19,123628
2021-01-27,418040,20,102998
2021-01-26,568930,21,153353
2021-01-25,399037,21,105750
2021-01-24,2005752,25,493100
2021-01-23,4096135,25,994045
2021-01-22,2239686,25,597574
2021-01-21,557122,18,157925
2021-01-20,493805,17,142829
2021-01-19,764216,17,259783
2021-01-18,1918654,19,506755
2021-01-17,3092221,19,805844
2021-01-16,4566493,19,1248209
2021-01-15,2919679,19,1050151
2021-01-14,535966,14,155183
2021-01-13,525858,13,150007
2021-01-12,698916,14,202022
2021-01-11,474079,14,139019
2021-01-10,2252567,15,720016
2021-01-09,4193432,16,1409138
2021-01-08,2424285,16,830861
2021-01-07,744136,17,257042
2021-01-06,650454,17,224556
2021-01-05,938981,17,335270
2021-01-04,911407,17,345829
2021-01-03,2827569,22,1158518
2021-01-02,5179619,22,2210420
2021-01-01,4578181,22,2060272
